Date;Heure;prod_eolienne_MWh;prod_solaire_MWh
2024-06-14;12:00;7053;4295
2021-08-13;10:00;380;2540
2025-03-13;14:00;2218;3506
2024-06-14;15:00;8531;4206
2021-08-13;11:00;383;3363
2025-03-13;16:00;2595;2405
2024-06-14;18:00;8214;1713
2021-08-13;12:00;522;4021
2025-03-13;17:00;2490;1172
2024-06-14;19:00;8216;880
2021-08-13;15:00;1010;4364
2025-03-14;00:00;2225;0
2024-06-15;01:00;9050;2
2021-08-13;16:00;933;3893
2025-03-14;01:00;2246;0
2024-06-15;03:00;10988;0
2021-08-13;18:00;830;2064
2025-03-14;03:00;2142;0
2024-06-15;08:00;9468;1457
2021-08-13;22:00;1180;2
2025-03-14;15:00;4037;3649
2024-06-15;09:00;5950;1436
2021-08-13;23:00;1357;2
2025-03-14;16:00;4845;2593
2024-06-15;12:00;6462;2356
2021-08-14;03:00;1265;2
2025-03-15;02:00;10013;0
2024-06-16;03:00;6881;0
2021-08-14;08:00;870;925
2025-03-15;03:00;10081;0
2024-06-16;04:00;6974;0
2021-08-14;10:00;369;3253
2025-03-15;08:00;10127;1364
2024-06-16;07:00;6414;608
2021-08-14;21:00;873;2
2025-03-15;11:00;12637;5116
2024-06-16;11:00;3744;2590
2021-08-14;23:00;1238;2
2025-03-15;21:00;11908;0
2024-06-16;16:00;3400;2376
2021-08-15;04:00;834;2
2025-03-15;23:00;10551;0
2024-06-16;22:00;2473;3
2021-08-15;10:00;707;2612
2025-03-16;00:00;10187;0
2024-06-17;03:00;2564;0
2021-08-15;12:00;1211;3768
2025-03-16;11:00;7330;5360
2024-06-17;04:00;2298;0
2021-08-15;17:00;6175;2107
2025-03-16;15:00;7022;3614
2024-06-17;05:00;2197;1
2021-08-15;22:00;5492;2
2025-03-16;18:00;6035;214
2024-06-17;15:00;1407;5605
2021-08-15;23:00;5567;2
2025-03-16;21:00;6163;0
2024-06-18;03:00;2535;0
2021-08-16;00:00;5096;2
2025-03-17;06:00;5789;4
2024-06-18;12:00;1764;5235
2021-08-16;08:00;5011;694
2025-03-17;09:00;4427;4987
2024-06-18;18:00;1993;2305
2021-08-16;12:00;6791;3375
2025-03-17;15:00;9251;6395
2024-06-19;02:00;2515;1
2021-08-16;14:00;6993;3576
2025-03-17;17:00;10397;2313
2024-06-19;12:00;3591;4758
2021-08-17;08:00;1367;789
2025-03-17;21:00;11795;2
2024-06-19;19:00;4581;1225
2021-08-17;19:00;4733;583
2025-03-17;22:00;11760;1
2024-06-20;03:00;4509;0
2021-08-18;04:00;2152;1
2025-03-18;00:00;11712;0
2024-06-20;05:00;3660;1
2021-08-18;08:00;1739;575
2025-03-18;02:00;12015;0
2024-06-20;08:00;2328;625
2021-08-18;14:00;2215;3089
2025-03-18;06:00;11896;7
2024-06-20;14:00;1922;3239
2021-08-18;19:00;2520;455
2025-03-18;08:00;10402;2980
2024-06-20;15:00;1568;2943
2021-08-18;20:00;2251;61
2025-03-18;10:00;7754;7423
2024-06-20;18:00;1274;1380
2021-08-18;22:00;2303;4
2025-03-18;19:00;8866;3
2024-06-20;20:00;1607;296
2021-08-19;15:00;1828;3084
2025-03-19;07:00;8693;550
2024-06-21;00:00;1255;0
2021-08-20;06:00;536;3
2025-03-19;08:00;7397;2314
2024-06-21;14:00;3804;5273
2021-08-20;11:00;354;4031
2025-03-19;09:00;5696;4482
2024-06-21;21:00;3737;59
2021-08-20;13:00;389;4688
2025-03-19;13:00;6393;7393
2024-06-22;00:00;3839;0
2021-08-20;17:00;257;3092
2025-03-19;21:00;6718;0
2024-06-22;01:00;3927;0
2021-08-20;20:00;420;104
2025-03-20;01:00;6812;0
2024-06-22;10:00;3247;2924
2021-08-21;03:00;1364;1
2025-03-20;02:00;6558;0
2024-06-22;11:00;2841;3581
2021-08-21;07:00;1407;126
2025-03-20;07:00;7076;485
2024-06-22;16:00;3546;3552
2021-08-21;12:00;776;4144
2025-03-20;10:00;5070;4779
2024-06-23;01:00;2184;0
2021-08-21;15:00;1741;4016
2025-03-20;16:00;5571;2108
2024-06-23;06:00;1915;122
2021-08-21;17:00;2544;2585
2025-03-20;17:00;5441;956
2024-06-23;08:00;1076;1902
2021-08-21;20:00;1925;87
2025-03-20;18:00;5898;181
2024-06-23;09:00;974;3295
2021-08-21;23:00;2250;3
2025-03-21;04:00;9299;0
2024-06-23;15:00;637;2733
2021-08-22;00:00;2281;2
2025-03-21;07:00;11525;301
2024-06-23;21:00;1345;79
2021-08-22;05:00;2926;2
2025-03-21;18:00;7882;270
2024-06-23;22:00;1562;4
2021-08-22;10:00;3874;2191
2025-03-22;04:00;10419;0
2024-06-24;01:00;2381;2
2021-08-22;16:00;5793;2976
2025-03-22;05:00;10046;0
2024-06-24;05:00;2452;3
2021-08-22;17:00;5353;2297
2025-03-22;16:00;5622;1590
2024-06-24;09:00;892;4130
2021-08-22;20:00;3492;84
2025-03-23;03:00;3869;0
2024-06-24;20:00;2028;566
2021-08-23;00:00;2789;2
2025-03-23;08:00;4188;1808
2024-06-24;21:00;2443;73
2021-08-23;03:00;2599;2
2025-03-24;02:00;1017;0
2024-06-25;07:00;2425;789
2021-08-23;07:00;2496;111
2025-03-24;04:00;747;0
2024-06-25;10:00;340;5448
2021-08-23;12:00;3320;4121
2025-03-24;07:00;1202;479
2024-06-25;12:00;1079;6369
2021-08-23;15:00;3875;4018
2025-03-24;08:00;1131;1658
2024-06-25;17:00;1669;4351
2021-08-23;21:00;4903;2
2025-03-24;13:00;791;5480
2024-06-26;03:00;1306;0
2021-08-23;23:00;5078;2
2025-03-24;20:00;3166;0
2024-06-26;06:00;1356;123
2021-08-24;00:00;5061;2
2025-03-25;04:00;2331;0
2024-06-26;14:00;134;6686
2021-08-24;05:00;4635;2
2025-03-25;19:00;3765;7
2024-06-26;20:00;622;560
2021-08-24;08:00;4368;714
2025-03-25;20:00;3781;0
2024-06-27;01:00;746;0
2021-08-24;10:00;4435;2775
2025-03-25;21:00;3839;0
2024-06-27;19:00;3889;1483
2021-08-24;11:00;5686;3593
2025-03-26;06:00;2324;20
2024-06-28;01:00;3036;0
2021-08-24;12:00;7247;3875
2025-03-26;12:00;2663;5085
2024-06-28;05:00;2522;1
2021-08-24;22:00;6960;3
2025-03-26;14:00;2685;4823
2024-06-28;07:00;1785;667
2021-08-25;02:00;5841;2
2025-03-26;18:00;3269;376
2024-06-28;09:00;1562;3075
2021-08-25;05:00;4806;2
2025-03-26;19:00;3734;11
2024-06-28;15:00;578;3207
2021-08-25;09:00;2599;2163
2025-03-26;21:00;3814;3
2024-06-28;16:00;877;5124
2021-08-25;14:00;4454;4797
2025-03-27;00:00;3099;2
2024-06-29;02:00;3434;0
2021-08-25;20:00;3614;76
2025-03-27;03:00;2898;0
2024-06-29;04:00;3536;0
2021-08-26;05:00;2475;1
2025-03-27;07:00;3362;713
2024-06-29;05:00;3461;2
2021-08-26;10:00;2527;3125
2025-03-27;08:00;2554;2462
2024-06-29;10:00;1835;2680
2021-08-26;16:00;4238;3912
2025-03-27;12:00;2335;7490
2024-06-29;14:00;1271;1692
2021-08-26;19:00;4163;645
2025-03-27;13:00;2545;7475
2024-06-29;15:00;2464;2819
2021-08-27;02:00;3608;3
2025-03-27;22:00;2978;0
2024-06-29;19:00;4864;647
2021-08-27;06:00;2813;2
2025-03-28;00:00;2441;0
2024-06-29;20:00;4915;228
2021-08-27;08:00;2317;869
2025-03-28;04:00;2624;0
2024-06-30;00:00;3096;0
2021-08-27;13:00;2862;4408
2025-03-28;06:00;2859;41
2024-06-30;15:00;1902;4672
2021-08-27;16:00;3602;3670
2025-03-28;08:00;2795;2694
2024-06-30;16:00;1979;4450
2021-08-27;19:00;4218;635
2025-03-28;14:00;5934;6354
2024-07-01;06:00;1279;90
2021-08-28;02:00;4164;2
2025-03-28;15:00;7116;5061
2024-07-01;08:00;966;1565
2021-08-28;08:00;2840;839
2025-03-28;16:00;7513;3411
2024-07-01;11:00;1612;4622
2021-08-28;13:00;4039;4599
2025-03-28;17:00;7684;1678
2024-07-01;12:00;1952;4981
2021-08-28;18:00;5437;1832
2025-03-28;23:00;9829;2
2024-07-01;14:00;2784;5488
2021-08-28;19:00;5123;631
2025-03-29;03:00;9899;0
2024-07-01;15:00;3129;5257
2021-08-29;00:00;4487;3
2025-03-29;16:00;6946;4303
2024-07-01;18:00;3759;2941
2021-08-29;03:00;4056;1
2025-03-30;03:00;7447;0
2024-07-01;23:00;2661;2
2021-08-29;04:00;3893;1
2025-03-30;16:00;4299;3134
2024-07-02;03:00;1847;0
2021-08-29;11:00;2618;3746
2025-03-30;19:00;6258;609
2024-07-02;05:00;1847;1
2021-08-29;12:00;2753;4193
2025-03-30;22:00;5824;3
2024-07-02;14:00;3032;4723
2021-08-29;14:00;3108;4231
2025-03-30;23:00;5089;2
2024-07-02;17:00;4063;3258
2021-08-29;16:00;3888;3504
2025-03-31;04:00;5048;0
2024-07-02;21:00;2482;54
2021-08-29;18:00;4354;1650
2025-03-31;07:00;5026;64
2024-07-03;06:00;1284;109
2021-08-29;23:00;3197;4
2025-03-31;09:00;3852;3232
2024-07-03;18:00;5214;2637
2021-08-30;02:00;2882;2
2025-03-31;11:00;3558;7493
2024-07-03;20:00;4239;436
2021-08-30;04:00;2833;2
2025-03-31;12:00;3562;8879
2024-07-04;01:00;4920;2
2021-08-30;08:00;2846;708
2025-03-31;15:00;2698;4585
2024-07-04;05:00;3548;0
2021-08-30;09:00;2678;1860
2025-03-31;16:00;4837;7261
2024-07-04;19:00;7227;1856
2021-08-30;15:00;3781;3928
2025-03-31;17:00;5279;5635
2024-07-04;22:00;3498;3
2021-08-30;16:00;4175;3498
2025-03-31;20:00;8036;27
2024-07-05;00:00;3250;2
2021-08-31;00:00;4452;2
2025-04-21;22:00;2610;0
2024-07-05;02:00;2831;1
2021-08-31;08:00;2838;732
2025-04-22;00:00;2609;0
2024-07-05;03:00;2406;0
2021-08-31;18:00;5144;1727
2025-04-22;04:00;1724;0
2024-07-05;07:00;2286;730
2021-09-01;06:00;5350;2
2025-04-22;08:00;857;1448
2024-07-05;10:00;3251;5273
2021-09-01;07:00;5190;77
2025-04-22;11:00;752;5761
2024-07-05;11:00;4057;6249
2021-09-01;09:00;3985;2004
2025-04-22;13:00;1234;6558
2024-07-05;12:00;4417;6877
2021-09-01;14:00;5940;4369
2025-04-22;16:00;1990;5439
2024-07-05;13:00;4168;7167
2021-09-01;15:00;6064;3997
2025-04-22;18:00;2379;2624
2024-07-05;17:00;3008;4916
2021-09-01;16:00;6126;3319
2025-04-24;02:00;3146;0
2024-07-05;20:00;2416;558
2021-09-01;18:00;6499;1237
2025-04-25;21:00;4486;5
2024-07-05;23:00;3763;2
2021-09-01;19:00;6206;369
2025-04-26;00:00;5316;2
2024-07-06;02:00;5367;1
2021-09-01;20:00;6010;28
2025-04-26;05:00;4804;0
2024-07-06;22:00;4366;0
2021-09-02;03:00;6026;1
2025-04-26;19:00;4355;719
2024-07-06;23:00;4040;0
2021-09-02;05:00;5695;2
2025-04-27;06:00;3753;12
2024-07-07;01:00;3439;0
2021-09-02;08:00;5310;637
2025-04-27;10:00;746;2117
2024-07-07;02:00;3150;0
2021-09-02;12:00;4334;2889
2025-04-27;21:00;2902;2
2024-07-07;07:00;2080;607
2021-09-02;14:00;3933;2773
2025-04-28;11:00;522;3854
2024-07-07;12:00;1928;3233
2021-09-02;15:00;3714;2589
2025-04-28;16:00;1902;6220
2024-07-07;17:00;3383;4367
2021-09-02;18:00;4067;1048
2025-04-29;01:00;6582;0
2024-07-07;18:00;3163;3291
2021-09-02;19:00;3926;365
2025-04-29;17:00;3302;5724
2024-07-08;02:00;463;1
2021-09-03;00:00;4041;2
2025-04-30;06:00;3797;30
2024-07-08;03:00;344;0
2021-09-03;11:00;439;2363
2025-04-30;16:00;3122;7414
2024-07-08;09:00;439;3831
2021-09-03;15:00;537;2845
2023-11-22;01:00;7278;1
2024-07-08;13:00;927;7240
2021-09-04;00:00;1325;1
2023-11-22;02:00;7418;1
2024-07-08;14:00;1000;7171
2021-09-04;02:00;1096;2
2023-11-22;03:00;7441;1
2024-07-08;18:00;1066;3496
2021-09-04;03:00;1048;2
2023-11-22;07:00;6929;5
2024-07-08;20:00;1199;522
2021-09-04;09:00;350;1459
2023-11-22;12:00;4880;3519
2024-07-08;22:00;2509;0
2021-09-04;10:00;181;2533
2023-11-22;13:00;4778;3625
2024-07-09;03:00;3986;0
2021-09-04;14:00;284;3968
2023-11-23;06:00;3269;1
2024-07-09;06:00;4004;95
2021-09-04;16:00;505;3064
2023-11-23;15:00;5675;1690
2024-07-09;12:00;3005;5863
2021-09-05;01:00;689;1
2023-11-23;18:00;7531;1
2024-07-09;17:00;4902;3513
2021-09-05;17:00;281;2741
2023-11-23;19:00;8050;1
2024-07-09;23:00;1710;2
2021-09-05;19:00;446;432
2023-11-23;23:00;8257;1
2024-07-10;00:00;1707;0
2021-09-05;22:00;1398;3
2023-11-24;06:00;7205;1
2024-07-10;02:00;2018;0
2021-09-06;03:00;1324;2
2023-11-24;07:00;7785;4
2024-07-10;04:00;1939;0
2021-09-06;12:00;744;4548
2023-11-24;13:00;11845;2254
2024-07-10;06:00;2399;63
2021-09-06;15:00;910;4373
2023-11-24;14:00;12308;1762
2024-07-10;08:00;1857;1560
2021-09-06;18:00;1179;1541
2023-11-24;15:00;11979;1004
2024-07-10;11:00;2620;5118
2021-09-06;20:00;2175;20
2023-11-24;16:00;11377;258
2024-07-10;14:00;2971;6140
2021-09-06;22:00;3892;3
2023-11-24;22:00;9413;1
2024-07-10;20:00;1684;471
2021-09-07;12:00;2961;4189
2023-11-25;04:00;6958;1
2024-07-11;02:00;815;2
2021-09-07;13:00;3512;4383
2023-11-25;07:00;6050;3
2024-07-11;08:00;389;1788
2021-09-07;14:00;3608;4240
2023-11-25;08:00;5996;312
2024-07-11;10:00;312;4406
2021-09-07;18:00;3684;1224
2023-11-25;16:00;5481;562
2024-07-11;11:00;285;5317
2021-09-07;23:00;6591;2
2023-11-25;18:00;5217;1
2024-07-11;12:00;330;5902
2021-09-08;02:00;5308;2
2023-11-25;21:00;4189;1
2024-07-11;14:00;350;6153
2021-09-08;04:00;5182;2
2023-11-25;22:00;3766;1
2024-07-11;16:00;393;4891
2021-09-08;20:00;2406;17
2023-11-26;12:00;1723;4505
2024-07-11;17:00;518;4041
2021-09-09;03:00;2473;2
2023-11-26;13:00;1925;4244
2024-07-11;19:00;1181;1370
2021-09-09;05:00;1672;2
2023-11-26;18:00;3276;1
2024-07-11;21:00;2308;48
2021-09-09;14:00;3093;2126
2023-11-26;21:00;4664;1
2024-07-12;00:00;3884;2
2021-09-09;17:00;2915;1304
2023-11-27;07:00;10092;2
2024-07-12;01:00;4100;2
2021-09-09;21:00;2738;2
2023-11-27;08:00;10596;118
2024-07-12;05:00;4140;0
2021-09-10;04:00;1870;2
2023-11-27;09:00;10992;479
2024-07-12;08:00;4140;976
2021-09-10;09:00;1293;941
2023-11-27;14:00;10582;745
2024-07-12;10:00;2974;2738
2021-09-10;16:00;2375;2519
2023-11-27;19:00;12188;1
2024-07-12;11:00;2735;3610
2021-09-11;00:00;1903;1
2023-11-27;20:00;12679;1
2024-07-12;12:00;2628;4108
2021-09-11;03:00;1661;1
2023-11-28;00:00;12731;1
2024-07-12;20:00;2388;487
2021-09-11;07:00;1238;33
2023-11-28;06:00;9628;1
2024-07-13;02:00;1067;0
2021-09-11;09:00;950;1641
2023-11-28;09:00;6291;939
2024-07-13;03:00;900;0
2021-09-11;14:00;1177;4223
2023-11-29;04:00;3401;1
2024-07-13;04:00;833;0
2021-09-11;17:00;1125;2577
2023-11-30;04:00;1921;0
2024-07-13;13:00;334;3219
2021-09-12;06:00;791;1
2023-11-30;05:00;1904;0
2024-07-13;15:00;345;3218
2021-09-12;09:00;470;1885
2023-11-30;09:00;2100;284
2024-07-13;17:00;541;4622
2021-09-12;10:00;172;3232
2023-11-30;11:00;1642;1011
2024-07-13;19:00;422;1700
2021-09-12;11:00;136;4144
2023-11-30;12:00;1454;1159
2024-07-14;04:00;436;0
2021-09-12;19:00;454;299
2023-11-30;13:00;1436;1107
2024-07-14;08:00;505;1773
2021-09-12;20:00;824;7
2023-11-30;22:00;1833;0
2024-07-14;13:00;307;3115
2021-09-13;08:00;1663;589
2023-11-30;23:00;1733;0
2024-07-14;23:00;272;2
2021-09-14;21:00;2226;1
2023-10-01;04:00;2802;2
2024-07-15;04:00;1223;0
2021-09-15;01:00;2985;1
2023-10-01;06:00;2382;4
2024-07-15;05:00;1971;0
2021-09-15;04:00;1982;2
2023-10-01;23:00;2789;1
2024-07-15;07:00;3419;604
2021-09-15;11:00;1629;1917
2023-10-02;01:00;2512;1
2024-07-15;14:00;4046;5000
2021-09-15;19:00;1599;196
2023-10-02;03:00;2295;1
2024-07-15;15:00;4611;4925
2021-09-15;22:00;1128;2
2023-10-02;05:00;2447;3
2024-07-15;21:00;5035;45
2021-09-16;03:00;695;2
2023-10-02;07:00;3036;13
2024-07-15;23:00;7342;0
2021-09-16;04:00;689;2
2023-10-02;09:00;3186;2270
2024-07-16;00:00;7916;0
2021-09-17;02:00;689;2
2023-10-02;12:00;1900;6175
2024-07-16;01:00;7384;0
2021-09-17;06:00;631;2
2023-10-02;13:00;2098;6467
2024-07-16;04:00;6238;0
2021-09-17;13:00;519;4247
2023-10-02;16:00;3108;4640
2024-07-17;03:00;1607;0
2021-09-17;17:00;608;2303
2023-10-02;18:00;3853;988
2024-07-17;04:00;1479;0
2021-09-17;19:00;631;215
2023-10-03;06:00;8542;2
2024-07-17;05:00;1251;0
2021-09-18;04:00;1338;2
2023-10-03;07:00;8907;9
2024-07-17;10:00;248;5258
2021-09-18;05:00;1524;2
2023-10-03;11:00;9835;2978
2024-07-17;21:00;813;47
2021-09-18;09:00;1147;1269
2023-10-03;18:00;6484;760
2024-07-17;23:00;1872;2
2021-09-18;10:00;627;2117
2023-10-04;11:00;1177;5140
2024-07-18;05:00;1462;0
2021-09-18;13:00;1188;2967
2023-10-05;00:00;1404;1
2024-07-18;23:00;1186;2
2021-09-18;16:00;1214;2110
2023-10-05;01:00;1488;1
2024-07-19;00:00;1452;2
2021-09-18;17:00;1270;1436
2023-10-05;11:00;322;5197
2024-07-19;02:00;1494;0
2021-09-19;03:00;3482;2
2023-10-05;12:00;391;5998
2024-07-19;03:00;1407;0
2021-09-19;04:00;3512;2
2023-10-05;13:00;425;6249
2024-07-19;09:00;564;2853
2021-09-19;08:00;3133;363
2023-10-06;06:00;1370;4
2024-07-19;16:00;553;6217
2021-09-19;09:00;2782;1248
2023-10-06;07:00;1433;10
2024-07-19;21:00;916;39
2021-09-19;12:00;2468;3154
2023-10-06;10:00;967;4292
2024-07-19;23:00;1647;2
2021-09-19;13:00;2343;3177
2023-10-06;11:00;711;5656
2024-07-20;00:00;1607;1
2021-09-19;14:00;2360;3095
2023-10-06;13:00;964;6648
2024-07-20;02:00;1259;0
2021-09-20;07:00;1494;14
2023-10-06;14:00;1025;6477
2024-07-20;18:00;1928;2770
2021-09-20;08:00;1500;281
2023-10-07;06:00;1883;4
2024-07-20;19:00;2046;1374
2021-09-20;19:00;2922;167
2023-10-07;09:00;2175;2241
2024-07-20;23:00;3601;1
2021-09-20;20:00;3168;2
2023-10-07;20:00;2764;2
2024-07-21;01:00;2389;0
2021-09-20;23:00;3510;2
2023-10-08;04:00;1359;1
2024-07-21;07:00;1712;355
2021-09-21;06:00;3027;2
2023-10-08;13:00;286;6394
2024-07-21;10:00;1613;2575
2021-09-21;08:00;2958;320
2023-10-08;14:00;315;6181
2024-07-21;16:00;3309;3547
2021-09-21;09:00;2314;1109
2023-10-08;17:00;248;2634
2024-07-21;17:00;3758;3094
2021-09-21;15:00;1660;3332
2023-10-08;21:00;716;1
2024-07-21;23:00;4212;2
2021-09-21;17:00;1762;1945
2023-10-08;22:00;897;1
2024-07-22;04:00;2589;0
2021-09-22;01:00;2613;2
2023-10-09;00:00;1050;1
2024-07-22;06:00;2519;39
2021-09-22;03:00;1997;2
2023-10-09;02:00;1336;1
2024-07-22;09:00;2173;2988
2021-09-22;06:00;2027;2
2023-10-09;07:00;1125;8
2024-07-22;17:00;3831;4226
2021-09-22;08:00;1706;458
2023-10-09;10:00;538;3698
2024-07-22;22:00;2905;3
2021-09-22;17:00;868;2404
2023-10-09;13:00;317;6215
2024-07-22;23:00;3261;3
2021-09-23;04:00;940;2
2023-10-10;04:00;834;1
2024-07-23;12:00;6036;6218
2021-09-23;18:00;1171;1020
2023-10-10;09:00;1427;1832
2024-07-23;16:00;6160;5550
2021-09-23;19:00;1107;138
2023-10-10;10:00;1392;3739
2024-07-23;19:00;4327;1647
2021-09-23;21:00;1125;2
2023-10-10;12:00;743;5993
2024-07-23;20:00;3343;446
2021-09-24;01:00;916;2
2023-10-10;13:00;895;6261
2024-07-24;07:00;893;499
2021-09-24;02:00;722;2
2023-10-11;02:00;2474;1
2024-07-24;09:00;546;3195
2021-09-24;04:00;477;1
2023-10-11;12:00;1787;5866
2024-07-24;14:00;666;6961
2021-09-24;18:00;791;879
2023-10-11;17:00;4665;2372
2024-07-25;06:00;872;45
2021-09-24;20:00;776;2
2023-10-11;20:00;7762;1
2024-07-25;11:00;1132;6393
2021-09-24;21:00;870;2
2023-10-11;23:00;7223;1
2024-07-26;01:00;1895;0
2021-09-24;23:00;961;2
2023-10-12;02:00;4679;1
2024-07-26;16:00;543;5173
2021-09-25;10:00;1194;1796
2023-10-12;10:00;4273;3081
2024-07-26;19:00;478;1349
2021-09-26;02:00;2177;2
2023-10-12;13:00;3919;5121
2024-07-27;01:00;334;0
2021-09-26;08:00;2723;180
2023-10-12;16:00;4642;3487
2024-07-27;05:00;412;0
2021-09-26;17:00;2685;1617
2023-10-12;17:00;3882;1969
2024-07-27;20:00;1836;342
2021-09-26;23:00;2974;2
2023-10-13;02:00;7344;1
2024-07-27;23:00;1998;2
2021-09-27;06:00;5138;2
2023-10-13;10:00;11939;3023
2024-07-28;06:00;1988;33
2021-09-27;07:00;5876;8
2023-10-13;13:00;12638;4872
2024-07-28;09:00;1481;3248
2021-09-27;09:00;6733;793
2023-10-13;14:00;13356;4485
2024-07-28;20:00;2788;403
2021-09-27;14:00;8113;2768
2023-10-13;18:00;14651;280
2024-07-28;22:00;4456;2
2021-09-27;19:00;3848;78
2023-10-13;19:00;15051;4
2024-07-29;07:00;4044;507
2021-09-28;02:00;2102;2
2023-10-13;20:00;15509;1
2024-07-29;10:00;1493;5372
2021-09-28;11:00;1135;2920
2023-10-14;07:00;5631;4
2024-07-29;13:00;1679;7511
2021-09-28;16:00;2193;1910
2023-10-14;11:00;2651;2789
2024-07-29;14:00;1354;7440
2021-09-29;01:00;6280;2
2023-10-14;12:00;3004;3422
2024-07-29;17:00;1029;5011
2021-09-29;08:00;6611;302
2023-10-14;16:00;3610;2156
2024-07-29;21:00;1978;23
2021-09-29;11:00;6808;2925
2023-10-14;23:00;1592;1
2024-07-29;22:00;2539;3
2021-09-29;14:00;7897;3600
2023-10-15;00:00;1831;1
2024-07-29;23:00;2671;2
2021-09-29;15:00;8014;3352
2023-10-15;03:00;2756;1
2024-07-30;04:00;1245;0
2021-09-29;19:00;3978;65
2023-10-15;09:00;3172;1652
2024-07-30;06:00;1028;37
2021-09-30;03:00;1958;2
2023-10-15;23:00;5639;1
2024-07-30;10:00;243;4580
2021-09-30;13:00;3639;4534
2023-10-16;01:00;5884;1
2024-07-31;06:00;2669;27
2021-09-30;18:00;2673;908
2023-10-16;05:00;6314;2
2024-07-31;13:00;440;6364
2021-10-01;01:00;5409;2
2023-10-16;20:00;9853;1
2024-08-01;22:00;1982;7
2021-10-01;11:00;5315;3485
2023-10-16;21:00;9942;1
2024-08-02;04:00;885;0
2021-10-01;15:00;6054;2480
2023-10-17;03:00;7418;1
2024-08-02;14:00;1428;6454
2021-10-01;18:00;4989;409
2023-10-17;06:00;6854;2
2024-08-02;17:00;3655;3811
2021-10-01;20:00;4944;3
2023-10-17;07:00;7114;3
2024-08-02;21:00;3129;14
2021-10-02;06:00;3047;2
2023-10-17;10:00;4834;1948
2024-08-03;04:00;2737;0
2021-10-02;11:00;8518;2967
2023-10-17;13:00;3929;4061
2024-08-03;05:00;2420;0
2021-10-03;04:00;7769;2
2023-10-17;15:00;4799;3087
2024-08-03;07:00;2071;375
2021-10-03;05:00;7497;2
2023-10-17;16:00;5382;2342
2024-08-03;08:00;1668;1404
2021-10-03;12:00;8704;1141
2023-10-18;06:00;11273;1
2024-08-03;19:00;2841;1379
2021-10-03;20:00;5400;2
2023-10-18;08:00;11361;86
2024-08-04;00:00;2442;2
2021-10-04;01:00;5426;2
2023-10-18;10:00;10840;1236
2024-08-04;02:00;1946;1
2021-10-04;02:00;4968;2
2023-10-18;18:00;13691;216
2024-08-04;04:00;1845;0
2021-10-04;06:00;5171;2
2023-10-19;01:00;10797;1
2024-08-04;06:00;1581;19
2021-10-04;18:00;4523;526
2023-10-19;10:00;8778;1362
2024-08-04;09:00;1193;2980
2021-10-05;02:00;7549;2
2023-10-19;20:00;8056;1
2024-08-04;10:00;1174;4432
2021-10-05;04:00;8229;1
2023-10-19;21:00;7947;1
2024-08-04;22:00;1137;3
2021-10-05;06:00;9387;1
2023-10-19;23:00;7683;1
2024-08-05;07:00;682;395
2021-10-05;09:00;9540;657
2023-10-20;11:00;5754;1797
2024-08-05;15:00;476;7240
2021-10-05;10:00;9297;1225
2023-10-20;14:00;6223;2946
2024-08-05;16:00;459;6463
2021-10-05;11:00;9296;1870
2023-10-20;18:00;6990;140
2024-08-06;00:00;1398;1
2021-10-05;12:00;9583;2240
2023-10-20;20:00;9068;1
2024-08-06;06:00;681;20
2021-10-05;16:00;10973;1586
2023-10-21;03:00;13897;1
2024-08-07;00:00;1428;0
2021-10-05;18:00;9724;378
2023-10-21;07:00;15763;3
2024-08-07;03:00;1133;0
2021-10-05;20:00;8713;2
2023-10-21;09:00;15957;1022
2024-08-07;09:00;989;2355
2021-10-06;01:00;8500;2
2023-10-21;15:00;16064;3780
2024-08-07;13:00;1460;6053
2021-10-06;03:00;8329;2
2023-10-22;01:00;10569;1
2024-08-07;14:00;1610;6281
2021-10-06;09:00;7759;1280
2023-10-22;13:00;4287;4163
2024-08-07;17:00;2384;4246
2021-10-06;16:00;7898;2956
2023-10-22;14:00;3974;3885
2024-08-07;19:00;2330;1223
2021-10-06;22:00;2994;3
2023-10-23;01:00;4623;1
2024-08-08;00:00;1069;0
2021-10-07;03:00;1748;2
2023-10-23;05:00;5872;1
2024-08-08;02:00;1022;0
2021-10-07;05:00;1478;2
2023-10-23;15:00;5256;2084
2024-08-08;04:00;983;0
2021-10-07;11:00;1246;3727
2023-10-23;16:00;5644;1550
2024-08-08;17:00;1864;5108
2021-10-07;13:00;1493;4450
2023-10-24;01:00;4622;1
2024-08-08;20:00;1488;261
2021-10-07;15:00;1611;3939
2023-10-24;05:00;4003;2
2024-08-08;23:00;1831;2
2021-10-07;21:00;3135;3
2023-10-25;01:00;7035;1
2024-08-09;02:00;3207;0
2021-10-08;04:00;3229;2
2023-10-25;05:00;9338;1
2024-08-09;04:00;2014;0
2021-10-08;06:00;3487;2
2023-10-25;09:00;9690;692
2024-08-09;05:00;3239;0
2021-10-08;11:00;2087;3951
2023-10-25;11:00;9474;2127
2024-08-09;08:00;3456;1653
2021-10-08;14:00;3666;4489
2023-10-25;15:00;8527;1607
2024-08-09;13:00;4551;6732
2021-10-08;18:00;3856;637
2023-10-25;21:00;6548;1
2024-08-09;15:00;2723;3571
2021-10-09;13:00;1625;4047
2023-10-25;22:00;6216;1
2024-08-09;18:00;4697;3258
2021-10-09;19:00;2394;21
2023-10-26;04:00;5043;1
